FIL2,HAL2
Pahal.5G348500,NA
Pahal.5G348700,NA
Pahal.5G349000,PhHAL.5G347900
Pahal.5G349100,NA
Pahal.5G349700,PhHAL.5G348100
Pahal.5G349800,PhHAL.5G348200
Pahal.5G350100,PhHAL.5G341600
Pahal.5G350200,PhHAL.5G341500
Pahal.5G350300,PhHAL.5G341400
Pahal.5G350400,PhHAL.5G341200
Pahal.5G350500,PhHAL.5G341100
Pahal.5G350600,PhHAL.5G340900
Pahal.5G350700,NA
Pahal.5G351200,NA
Pahal.5G351300,PhHAL.5G340800
Pahal.5G351400,NA
Pahal.5G351500,NA
Pahal.5G351600,PhHAL.5G340600
Pahal.5G352000,PhHAL.5G358300
Pahal.5G352400,PhHAL.5G348400
Pahal.5G352500,PhHAL.5G348500
Pahal.5G353000,PhHAL.5G351000
Pahal.5G353700,PhHAL.4G052900
Pahal.5G353800,PhHAL.5G351500
Pahal.5G354000,PhHAL.5G351700
Pahal.5G354100,PhHAL.5G351800
Pahal.5G354300,NA
Pahal.5G354400,PhHAL.5G351900
Pahal.5G354500,NA
Pahal.5G354900,PhHAL.5G352300
Pahal.5G355000,PhHAL.5G352400
Pahal.5G355100,PhHAL.5G352500
Pahal.5G355500,NA
Pahal.5G355700,NA
Pahal.5G355800,PhHAL.5G354000
Pahal.5G356200,NA
Pahal.5G356300,PhHAL.5G354500
Pahal.5G356600,PhHAL.5G354900
Pahal.5G356800,PhHAL.5G355600
Pahal.5G357500,PhHAL.5G365200
Pahal.5G358500,PhHAL.5G356400
Pahal.5G358600,NA
Pahal.5G358700,PhHAL.5G356500
Pahal.5G359600,PhHAL.5G356600
Pahal.5G359700,PhHAL.5G356700
Pahal.5G359900,PhHAL.5G356800
Pahal.5G360100,PhHAL.5G357000
Pahal.5G360200,NA
Pahal.5G361600,PhHAL.5G359200
Pahal.5G364300,PhHAL.5G359600
Pahal.5G364400,PhHAL.5G359700
Pahal.5G364600,PhHAL.5G359900
Pahal.5G364700,PhHAL.5G360000
Pahal.5G365200,PhHAL.8G210500
Pahal.5G365600,PhHAL.5G360500
Pahal.5G365700,NA
Pahal.5G365800,PhHAL.5G360600
Pahal.5G365900,PhHAL.5G360700
Pahal.5G366000,PhHAL.5G360800
Pahal.5G366800,NA
Pahal.5G367200,NA
Pahal.5G367300,NA
Pahal.5G368000,NA
Pahal.5G368200,NA
Pahal.5G369200,PhHAL.5G365500
Pahal.5G369700,PhHAL.4G259700
Pahal.5G370200,NA
Pahal.5G370300,PhHAL.5G366200
Pahal.5G370500,PhHAL.5G366400
Pahal.5G371200,PhHAL.9G270400
Pahal.5G372400,PhHAL.5G366900
Pahal.5G372500,PhHAL.5G367000
Pahal.5G372600,PhHAL.5G367100
Pahal.5G373000,PhHAL.5G367200
Pahal.5G373100,PhHAL.5G367300
Pahal.5G373400,PhHAL.5G368500
Pahal.5G373900,NA
Pahal.5G374900,PhHAL.5G370200
Pahal.5G375800,PhHAL.5G371300
Pahal.5G375900,PhHAL.5G371500
Pahal.5G376000,PhHAL.5G371600
Pahal.5G376100,PhHAL.5G372300
Pahal.5G376200,PhHAL.5G372400
Pahal.5G376600,PhHAL.5G373800
Pahal.5G377300,PhHAL.5G380000
Pahal.5G377400,PhHAL.5G380100
Pahal.5G377500,PhHAL.5G380200
Pahal.5G377600,PhHAL.5G380500
Pahal.5G378100,PhHAL.5G379700
Pahal.5G378200,PhHAL.5G379600
Pahal.5G378300,NA
Pahal.5G378500,PhHAL.6G163200
Pahal.5G378800,PhHAL.5G381800
Pahal.5G379500,PhHAL.5G382200
Pahal.5G379700,PhHAL.5G382700
Pahal.5G379800,PhHAL.5G382800
Pahal.5G379900,PhHAL.5G382900
Pahal.5G380000,PhHAL.5G383200
Pahal.5G380100,NA
Pahal.5G380400,PhHAL.5G383800
Pahal.5G380500,PhHAL.5G383900
Pahal.5G380600,PhHAL.5G384000
Pahal.5G380700,PhHAL.5G384100
Pahal.5G380800,PhHAL.5G384200
Pahal.5G380900,PhHAL.5G384500
Pahal.5G381000,PhHAL.5G384600
Pahal.5G381600,PhHAL.5G384800
Pahal.5G381800,NA
Pahal.5G381900,PhHAL.5G385100
Pahal.5G382200,PhHAL.5G385400
Pahal.5G382500,PhHAL.5G385500
Pahal.5G382900,PhHAL.5G385800
Pahal.5G383900,PhHAL.5G385900
Pahal.5G384100,PhHAL.5G386000
Pahal.5G384200,PhHAL.5G386100
Pahal.5G384300,PhHAL.5G386200
Pahal.5G384700,PhHAL.5G386300
Pahal.5G385000,PhHAL.5G387000
Pahal.5G385100,PhHAL.5G387100
Pahal.5G385200,PhHAL.5G387200
Pahal.5G385300,PhHAL.5G387300
Pahal.5G385400,PhHAL.5G387600
Pahal.5G385500,PhHAL.5G387700
Pahal.5G385700,PhHAL.5G387800
Pahal.5G385800,PhHAL.5G387900
Pahal.5G386700,PhHAL.5G388000
Pahal.5G386800,PhHAL.5G388100
Pahal.5G386900,PhHAL.5G388200
Pahal.5G387000,PhHAL.5G388300
Pahal.5G387100,PhHAL.5G388400
Pahal.5G387300,PhHAL.5G388700
Pahal.5G387500,PhHAL.5G388900
Pahal.5G387600,NA
Pahal.5G387700,PhHAL.5G389300
Pahal.5G387800,NA
Pahal.5G388000,PhHAL.8G203200
Pahal.5G388200,NA
Pahal.5G388300,PhHAL.5G389700
Pahal.5G388400,NA
Pahal.5G388500,PhHAL.5G390000
Pahal.5G388600,PhHAL.5G390100
Pahal.5G388700,PhHAL.5G390200
Pahal.5G388800,PhHAL.5G390300
Pahal.5G389200,NA
Pahal.5G389400,PhHAL.5G390800
Pahal.5G389500,PhHAL.5G391000
Pahal.5G389600,PhHAL.5G391100
Pahal.5G389700,PhHAL.5G391200
Pahal.5G389900,PhHAL.5G391500
Pahal.5G390600,PhHAL.5G391800
Pahal.5G390800,PhHAL.5G392000
Pahal.5G391000,PhHAL.5G392200
Pahal.5G391100,PhHAL.5G392300
Pahal.5G391200,PhHAL.5G392600
Pahal.5G391300,PhHAL.5G392700
Pahal.5G391400,PhHAL.5G392800
Pahal.5G391600,PhHAL.5G393400
Pahal.5G391700,PhHAL.5G393200
Pahal.5G391800,PhHAL.5G393300
Pahal.5G391900,NA
Pahal.5G392000,PhHAL.5G393600
Pahal.5G392100,NA
Pahal.5G392200,PhHAL.5G393700
Pahal.5G392300,PhHAL.5G393800
Pahal.5G392400,PhHAL.5G394000
Pahal.5G392700,NA
Pahal.5G393000,PhHAL.5G394600
Pahal.5G393100,PhHAL.5G394700
Pahal.5G393200,PhHAL.5G394800
Pahal.5G393300,PhHAL.5G394900
Pahal.5G393400,PhHAL.5G395000
Pahal.5G393500,PhHAL.5G395200
Pahal.5G393600,NA
Pahal.5G393700,PhHAL.5G395500
Pahal.5G394200,PhHAL.5G395700
Pahal.5G395200,PhHAL.5G396200
Pahal.5G395400,PhHAL.5G396500
Pahal.5G395500,PhHAL.5G396600
Pahal.5G395800,PhHAL.5G396700
Pahal.5G395900,PhHAL.5G396800
Pahal.5G396000,PhHAL.5G396900
Pahal.5G396200,NA
Pahal.5G396300,NA
Pahal.5G396400,PhHAL.5G397400
Pahal.5G396500,PhHAL.5G397500
Pahal.5G397000,PhHAL.5G397600
Pahal.5G397100,PhHAL.5G397700
Pahal.5G397200,PhHAL.5G397800
Pahal.5G397400,PhHAL.5G397900
Pahal.5G397500,PhHAL.5G398000
Pahal.5G397600,PhHAL.5G398200
Pahal.5G397800,PhHAL.5G398400
Pahal.5G398200,PhHAL.5G398800
Pahal.5G398300,PhHAL.5G398900
Pahal.5G398800,PhHAL.5G399200
Pahal.5G398900,PhHAL.5G399300
Pahal.5G399100,PhHAL.5G399500
Pahal.5G399500,PhHAL.5G400000
Pahal.5G399600,PhHAL.5G400100
Pahal.5G399700,PhHAL.5G400200
Pahal.5G399800,PhHAL.5G400300
Pahal.5G399900,PhHAL.5G400400
Pahal.5G400000,PhHAL.5G400500
Pahal.5G400900,PhHAL.5G401400
Pahal.5G401000,NA
Pahal.5G401100,PhHAL.5G401500
Pahal.5G401200,PhHAL.5G401600
Pahal.5G401500,PhHAL.5G401900
Pahal.5G401600,PhHAL.5G402000
Pahal.5G401700,PhHAL.5G402100
Pahal.5G401900,PhHAL.5G402300
Pahal.5G402000,PhHAL.5G402400
Pahal.5G402100,NA
Pahal.5G402300,PhHAL.5G402800
Pahal.5G402400,PhHAL.5G402900
Pahal.5G402900,PhHAL.4G219400
Pahal.5G403000,PhHAL.5G403200
Pahal.5G403100,NA
Pahal.5G403200,PhHAL.5G403400
Pahal.5G403300,PhHAL.5G403500
Pahal.5G403400,PhHAL.5G403900
Pahal.5G403500,PhHAL.5G404000
Pahal.5G403600,PhHAL.5G404100
Pahal.5G403800,PhHAL.5G404300
Pahal.5G403900,PhHAL.5G404400
Pahal.5G404000,PhHAL.5G404500
Pahal.5G404100,PhHAL.5G404600
Pahal.5G404200,PhHAL.5G404700
Pahal.5G404500,PhHAL.5G405000
Pahal.5G404700,PhHAL.5G405400
Pahal.5G404800,PhHAL.5G405500
Pahal.5G404900,PhHAL.5G405600
Pahal.5G405000,PhHAL.5G405700
Pahal.5G405100,PhHAL.5G405800
Pahal.5G405200,PhHAL.5G405900
Pahal.5G405300,PhHAL.5G406000
Pahal.5G405400,NA
Pahal.5G405500,PhHAL.5G406100
Pahal.5G405600,PhHAL.5G406200
Pahal.5G405700,PhHAL.5G406300
Pahal.5G405800,PhHAL.5G406400
Pahal.5G405900,PhHAL.5G406500
Pahal.5G406100,PhHAL.5G406700
Pahal.5G406400,PhHAL.5G407100
Pahal.5G406500,PhHAL.5G407400
Pahal.5G406600,NA
Pahal.5G407100,PhHAL.5G407600
Pahal.5G407200,PhHAL.5G407700
Pahal.5G407300,PhHAL.5G407800
Pahal.5G407400,PhHAL.5G407900
Pahal.5G407500,NA
Pahal.5G407600,NA
Pahal.5G407800,PhHAL.5G412500
Pahal.5G407900,PhHAL.5G412400
Pahal.5G408000,PhHAL.5G412300
Pahal.5G408100,PhHAL.5G411900
Pahal.5G408300,PhHAL.5G411700
Pahal.5G408400,PhHAL.5G411600
Pahal.5G408500,PhHAL.5G411400
Pahal.5G408600,PhHAL.5G411300
Pahal.5G408700,PhHAL.5G411200
Pahal.5G408900,PhHAL.5G411100
Pahal.5G409000,PhHAL.5G411000
Pahal.5G409300,PhHAL.5G410800
Pahal.5G409400,PhHAL.5G410700
Pahal.5G409500,PhHAL.5G410600
Pahal.5G409600,PhHAL.5G410500
Pahal.5G409800,PhHAL.5G410200
Pahal.5G409900,PhHAL.5G410100
Pahal.5G410000,PhHAL.5G410000
Pahal.5G410100,PhHAL.5G409800
Pahal.5G410200,PhHAL.5G409700
Pahal.5G410400,PhHAL.5G409500
Pahal.5G410500,PhHAL.5G409100
Pahal.5G410600,PhHAL.5G408800
Pahal.5G410700,PhHAL.5G408700
Pahal.5G410800,PhHAL.5G408600
Pahal.5G411000,PhHAL.5G408500
Pahal.5G411300,PhHAL.5G413200
Pahal.5G411400,PhHAL.5G413300
Pahal.5G411500,PhHAL.5G413400
Pahal.5G411600,PhHAL.5G413500
Pahal.5G411700,PhHAL.5G413600
Pahal.5G411800,PhHAL.5G413700
Pahal.5G411900,PhHAL.5G413800
Pahal.5G412100,PhHAL.5G414100
Pahal.5G412200,PhHAL.5G414200
Pahal.5G412400,PhHAL.5G414400
Pahal.5G412500,PhHAL.5G414500
Pahal.5G412600,PhHAL.5G414600
Pahal.5G412700,PhHAL.5G414700
Pahal.5G413000,NA
Pahal.5G413100,PhHAL.5G414900
Pahal.5G413200,PhHAL.5G415000
Pahal.5G413400,PhHAL.5G415100
Pahal.5G413900,PhHAL.5G415800
Pahal.5G414000,PhHAL.5G416300
Pahal.5G414400,PhHAL.5G416800
Pahal.5G414500,PhHAL.5G416900
Pahal.5G414600,PhHAL.5G417000
Pahal.5G414700,PhHAL.5G417200
Pahal.5G414800,PhHAL.5G417400
Pahal.5G415000,PhHAL.5G417500
Pahal.5G415100,PhHAL.5G417600
Pahal.5G415200,PhHAL.5G417700
Pahal.5G415700,PhHAL.5G417900
Pahal.5G415900,PhHAL.5G418100
Pahal.5G416000,PhHAL.5G418200
Pahal.5G416100,PhHAL.5G418300
Pahal.5G416400,PhHAL.5G418600
Pahal.5G416500,PhHAL.5G418700
Pahal.5G416700,PhHAL.5G419000
Pahal.5G416800,PhHAL.5G419100
Pahal.5G416900,PhHAL.5G419200
Pahal.5G417000,PhHAL.5G419300
Pahal.5G417100,PhHAL.5G419400
Pahal.5G417200,PhHAL.5G419500
Pahal.5G417300,PhHAL.5G419600
Pahal.5G417400,PhHAL.5G419700
Pahal.5G417500,PhHAL.5G419800
Pahal.5G417600,PhHAL.5G419900
Pahal.5G417700,NA
Pahal.5G418000,PhHAL.5G420300
Pahal.5G418100,PhHAL.5G420400
Pahal.5G418200,PhHAL.5G420500
Pahal.5G418500,NA
Pahal.5G418600,PhHAL.5G420800
Pahal.5G418700,PhHAL.5G420900
Pahal.5G418800,NA
Pahal.5G418900,PhHAL.5G421100
Pahal.5G419000,PhHAL.5G421200
Pahal.5G419100,PhHAL.5G421300
Pahal.5G419400,PhHAL.5G421700
Pahal.5G419500,PhHAL.5G421800
Pahal.5G419600,PhHAL.5G421900
Pahal.5G419700,PhHAL.5G422000
Pahal.5G419800,PhHAL.5G422100
Pahal.5G420000,PhHAL.5G122900
Pahal.5G420100,PhHAL.5G422500
Pahal.5G420200,NA
Pahal.5G420300,PhHAL.5G422700
Pahal.5G420500,PhHAL.5G422800
Pahal.5G420600,PhHAL.5G422900
Pahal.5G420700,NA
Pahal.5G420800,PhHAL.5G423100
Pahal.5G420900,PhHAL.5G423200
Pahal.5G421000,PhHAL.5G423300
Pahal.5G421100,PhHAL.5G423400
Pahal.5G421200,PhHAL.5G423500
Pahal.5G421400,PhHAL.5G423900
Pahal.5G421500,NA
Pahal.5G421700,PhHAL.5G424000
Pahal.5G421800,PhHAL.5G424100
Pahal.5G421900,PhHAL.5G424200
Pahal.5G422000,PhHAL.5G424300
Pahal.5G422100,PhHAL.5G424400
Pahal.5G422200,PhHAL.5G424500
Pahal.5G422500,PhHAL.5G424800
Pahal.5G422800,PhHAL.5G425000
Pahal.5G422900,PhHAL.5G425100
Pahal.5G423000,PhHAL.5G425200
Pahal.5G423300,NA
Pahal.5G423400,NA
Pahal.5G423500,PhHAL.5G425900
Pahal.5G424100,PhHAL.5G426400
Pahal.5G424200,PhHAL.5G426500
Pahal.5G424300,PhHAL.5G426800
Pahal.5G424400,PhHAL.5G426900
Pahal.5G424500,PhHAL.5G427000
Pahal.5G424700,PhHAL.5G427200
Pahal.5G424900,NA
Pahal.5G425000,PhHAL.9G638600
Pahal.5G425100,PhHAL.5G427300
Pahal.5G425200,PhHAL.5G427400
Pahal.5G425300,PhHAL.5G427500
Pahal.5G425400,PhHAL.5G427600
Pahal.5G425500,PhHAL.5G427700
Pahal.5G425600,PhHAL.5G427800
Pahal.5G425700,PhHAL.5G427900
Pahal.5G425900,PhHAL.5G428100
Pahal.5G426000,PhHAL.5G428200
Pahal.5G426200,PhHAL.5G428500
Pahal.5G426300,PhHAL.5G428400
Pahal.5G426400,PhHAL.5G428600
Pahal.5G426500,PhHAL.5G428700
Pahal.5G426600,PhHAL.5G428900
Pahal.5G426700,PhHAL.5G429000
Pahal.5G426800,NA
Pahal.5G426900,PhHAL.5G429100
Pahal.5G427000,PhHAL.5G429200
Pahal.5G427100,PhHAL.5G429300
Pahal.5G427200,PhHAL.5G429400
Pahal.5G427400,PhHAL.5G429500
Pahal.5G427500,PhHAL.5G429600
Pahal.5G427600,PhHAL.5G429700
Pahal.5G427700,PhHAL.5G429800
Pahal.5G427800,PhHAL.5G429900
Pahal.5G427900,PhHAL.5G430000
Pahal.5G428000,NA
Pahal.5G428100,PhHAL.5G430200
Pahal.5G428200,PhHAL.5G430300
Pahal.5G428300,PhHAL.5G430400
Pahal.5G428500,PhHAL.5G430800
Pahal.5G428600,PhHAL.5G430900
Pahal.5G428800,PhHAL.5G431400
Pahal.5G428900,PhHAL.5G431500
Pahal.5G429000,PhHAL.5G431600
Pahal.5G429200,PhHAL.5G431900
Pahal.5G429600,NA
Pahal.5G429700,PhHAL.5G432200
Pahal.5G429800,PhHAL.5G432300
Pahal.5G429900,PhHAL.5G432600
Pahal.5G430100,PhHAL.5G434500
Pahal.5G430200,PhHAL.5G434600
Pahal.5G430300,PhHAL.5G434800
Pahal.5G430400,PhHAL.5G434900
Pahal.5G430500,NA
Pahal.5G430600,PhHAL.5G435000
Pahal.5G430800,PhHAL.5G435200
Pahal.5G430900,PhHAL.5G435400
Pahal.5G431200,PhHAL.5G435700
Pahal.5G431300,PhHAL.5G435800
Pahal.5G431400,PhHAL.5G436000
Pahal.5G431500,PhHAL.5G436100
Pahal.5G431600,PhHAL.5G436200
Pahal.5G431700,PhHAL.5G436300
Pahal.5G431900,PhHAL.5G436500
Pahal.5G432000,PhHAL.5G436600
Pahal.5G432300,PhHAL.5G437000
Pahal.5G432400,PhHAL.5G437100
Pahal.5G432500,PhHAL.5G437200
Pahal.5G432700,NA
Pahal.5G432900,PhHAL.5G437600
Pahal.5G433000,PhHAL.5G437700
Pahal.5G433600,PhHAL.5G438100
Pahal.5G433900,NA
Pahal.5G434300,PhHAL.5G438600
Pahal.5G434400,PhHAL.5G438700
Pahal.5G434500,PhHAL.5G438800
Pahal.5G434600,PhHAL.5G438900
Pahal.5G434700,PhHAL.5G439100
Pahal.5G434800,PhHAL.5G439200
Pahal.5G434900,NA
Pahal.5G435000,PhHAL.5G439600
Pahal.5G435100,PhHAL.5G439700
Pahal.5G435200,PhHAL.5G439800
Pahal.5G435300,PhHAL.5G439900
Pahal.5G435400,PhHAL.5G440200
Pahal.5G435500,PhHAL.5G440400
Pahal.5G435600,PhHAL.5G440600
Pahal.5G435700,PhHAL.5G440700
Pahal.5G435800,PhHAL.5G440800
Pahal.5G435900,PhHAL.5G440900
Pahal.5G436000,PhHAL.5G441000
Pahal.5G436100,PhHAL.5G441100
Pahal.5G436200,PhHAL.5G441200
Pahal.5G436300,PhHAL.5G441300
Pahal.5G436400,PhHAL.5G441400
Pahal.5G436600,NA
Pahal.5G436800,NA
Pahal.5G437100,PhHAL.5G442000
Pahal.5G437200,PhHAL.5G442100
Pahal.5G437300,PhHAL.5G442200
Pahal.5G437400,PhHAL.5G442300
Pahal.5G437500,PhHAL.5G442400
Pahal.5G437600,PhHAL.5G442500
Pahal.5G437700,PhHAL.5G442600
Pahal.5G437900,PhHAL.5G442800
Pahal.5G438000,PhHAL.5G442900
Pahal.5G438100,PhHAL.5G443000
Pahal.5G438300,PhHAL.5G443200
Pahal.5G438400,PhHAL.5G443300
Pahal.5G438500,PhHAL.5G443400
Pahal.5G438600,PhHAL.5G443500
Pahal.5G438700,PhHAL.5G443600
Pahal.5G438900,PhHAL.5G443700
Pahal.5G439000,PhHAL.5G443800
Pahal.5G439100,PhHAL.5G443900
Pahal.5G439200,PhHAL.5G444000
Pahal.5G439300,PhHAL.5G444100
Pahal.5G439400,PhHAL.5G444300
Pahal.5G439600,PhHAL.5G444400
Pahal.5G439700,PhHAL.5G444500
Pahal.5G439800,PhHAL.5G444600
Pahal.5G439900,PhHAL.5G444700
Pahal.5G440000,PhHAL.5G444800
Pahal.5G440100,PhHAL.5G444900
Pahal.5G440200,PhHAL.5G445000
Pahal.5G440300,PhHAL.5G445100
Pahal.5G440400,PhHAL.5G445200
Pahal.5G440500,PhHAL.5G445300
Pahal.5G440600,PhHAL.5G445400
Pahal.5G440700,PhHAL.5G445500
Pahal.5G440900,PhHAL.5G445600
Pahal.5G441000,PhHAL.5G445700
Pahal.5G441200,NA
Pahal.5G441300,PhHAL.5G445900
Pahal.5G441400,PhHAL.5G446000
Pahal.5G441700,NA
Pahal.5G442000,NA
Pahal.5G442100,PhHAL.5G446400
Pahal.5G442200,PhHAL.5G446500
Pahal.5G442300,PhHAL.5G446600
Pahal.5G442500,PhHAL.5G446700
Pahal.5G442600,PhHAL.5G446800
Pahal.5G442700,PhHAL.5G446900
Pahal.5G442800,PhHAL.5G447000
Pahal.5G442900,PhHAL.5G447100
Pahal.5G443000,NA
Pahal.5G443200,PhHAL.5G447300
Pahal.5G443300,PhHAL.5G447400
Pahal.5G443400,PhHAL.5G447500
Pahal.5G443500,PhHAL.5G447600
Pahal.5G443600,PhHAL.5G447800
Pahal.5G443700,PhHAL.5G447900
Pahal.5G443800,PhHAL.5G448100
Pahal.5G443900,PhHAL.5G448300
Pahal.5G444100,PhHAL.5G448500
Pahal.5G444200,PhHAL.5G448600
Pahal.5G444400,PhHAL.5G449100
Pahal.5G444500,PhHAL.5G449200
Pahal.5G444600,PhHAL.5G449300
Pahal.5G444700,PhHAL.5G449500
Pahal.5G444900,PhHAL.5G449600
Pahal.5G445000,PhHAL.5G449700
Pahal.5G445100,PhHAL.5G449800
Pahal.5G445200,PhHAL.5G449900
Pahal.5G445300,PhHAL.5G450100
Pahal.5G445400,PhHAL.5G450200
Pahal.5G445500,PhHAL.5G450300
Pahal.5G445600,NA
Pahal.5G445800,PhHAL.5G450900
Pahal.5G445900,PhHAL.5G451000
Pahal.5G446000,PhHAL.5G451100
Pahal.5G446100,PhHAL.5G451200
Pahal.5G446200,PhHAL.5G451300
Pahal.5G446500,PhHAL.5G451500
Pahal.5G446700,PhHAL.5G451700
Pahal.5G446900,PhHAL.5G451900
Pahal.5G447000,PhHAL.5G452000
Pahal.5G447200,PhHAL.5G452200
Pahal.5G447300,PhHAL.5G452300
Pahal.5G447400,PhHAL.5G452400
Pahal.5G447500,PhHAL.5G452500
Pahal.5G447600,PhHAL.5G452600
Pahal.5G447700,PhHAL.5G452700
Pahal.5G447800,PhHAL.5G452800
Pahal.5G448100,PhHAL.5G453100
Pahal.5G448300,PhHAL.5G453500
Pahal.5G448400,PhHAL.5G453600
Pahal.5G448500,PhHAL.5G453700
Pahal.5G448600,NA
Pahal.5G448800,NA
Pahal.5G448900,NA
Pahal.5G449000,NA
Pahal.5G449100,NA
Pahal.5G449200,PhHAL.5G454500
Pahal.5G449500,NA
Pahal.5G449600,NA
Pahal.5G449700,NA
Pahal.5G449800,NA
Pahal.5G450100,PhHAL.5G454600
Pahal.5G450200,PhHAL.5G454700
Pahal.5G450300,PhHAL.5G454800
Pahal.5G450400,PhHAL.5G454900
Pahal.5G450600,PhHAL.5G455000
Pahal.5G450700,PhHAL.5G455100
Pahal.5G450900,PhHAL.5G455200
Pahal.5G451000,PhHAL.5G455300
Pahal.5G451100,PhHAL.5G455400
Pahal.5G451300,PhHAL.5G455600
Pahal.5G451400,PhHAL.5G455700
Pahal.5G451500,PhHAL.5G455800
Pahal.5G451900,PhHAL.5G456100
Pahal.5G452200,PhHAL.5G456600
Pahal.5G452300,PhHAL.5G456700
Pahal.5G452400,PhHAL.5G456800
Pahal.5G452500,PhHAL.5G456900
Pahal.5G452600,PhHAL.5G457000
Pahal.5G452700,PhHAL.5G457100
Pahal.5G452800,PhHAL.5G457200
Pahal.5G452900,PhHAL.5G457300
Pahal.5G453000,PhHAL.5G457400
Pahal.5G453100,PhHAL.5G457500
Pahal.5G453900,NA
Pahal.5G454000,NA
Pahal.5G454200,NA
Pahal.5G454300,PhHAL.5G457800
Pahal.5G454500,PhHAL.5G458000
Pahal.5G454600,PhHAL.5G458100
Pahal.5G454700,PhHAL.5G458200
Pahal.5G454800,NA
Pahal.5G454900,PhHAL.5G458300
Pahal.5G455100,PhHAL.5G458500
Pahal.5G455200,NA
Pahal.5G455300,PhHAL.5G458600
Pahal.5G455400,PhHAL.5G458700
Pahal.5G455700,PhHAL.5G459200
Pahal.5G455900,PhHAL.5G459400
Pahal.5G456000,PhHAL.5G459500
Pahal.5G456900,PhHAL.5G460400
Pahal.5G457100,PhHAL.5G460500
Pahal.5G457200,PhHAL.5G460600
Pahal.5G457300,PhHAL.5G460700
Pahal.5G457400,PhHAL.5G460800
Pahal.5G457500,PhHAL.5G460900
Pahal.5G457700,PhHAL.5G461200
Pahal.5G457800,PhHAL.5G461300
Pahal.5G458000,NA
Pahal.5G458100,PhHAL.5G461600
Pahal.5G458400,PhHAL.5G461900
Pahal.5G458500,PhHAL.5G462000
Pahal.5G458800,PhHAL.5G462200
Pahal.5G458900,PhHAL.5G462300
Pahal.5G459000,PhHAL.5G462400
Pahal.5G459100,PhHAL.5G462500
Pahal.5G459200,PhHAL.5G462600
Pahal.5G459300,PhHAL.5G462700
Pahal.5G459600,PhHAL.5G462900
Pahal.5G460000,NA
Pahal.5G460100,PhHAL.5G463400
Pahal.5G460200,PhHAL.5G463500
Pahal.5G460300,PhHAL.5G463600
Pahal.5G460400,PhHAL.5G463700
Pahal.5G460500,PhHAL.5G463800
Pahal.5G460600,PhHAL.5G463900
Pahal.5G460700,PhHAL.5G464000
Pahal.5G460900,PhHAL.5G464400
Pahal.5G461000,PhHAL.5G464300
Pahal.5G461100,PhHAL.5G464200
Pahal.5G461500,PhHAL.5G465000
Pahal.5G461600,PhHAL.5G465100
Pahal.5G461800,PhHAL.5G465300
Pahal.5G461900,PhHAL.5G465400
Pahal.5G462300,PhHAL.5G465800
Pahal.5G462400,PhHAL.5G465900
Pahal.5G462500,PhHAL.5G466000
Pahal.5G462700,PhHAL.5G466200
Pahal.5G462900,PhHAL.5G466500
Pahal.5G463000,NA
Pahal.5G463100,PhHAL.5G466600
Pahal.5G463200,PhHAL.5G466700
Pahal.5G463600,PhHAL.5G467200
Pahal.5G463700,PhHAL.5G467300
Pahal.5G463800,PhHAL.5G467400
Pahal.5G463900,PhHAL.5G467500
Pahal.5G464000,PhHAL.5G467600
Pahal.5G464100,PhHAL.5G467700
Pahal.5G464200,PhHAL.5G467800
Pahal.5G464300,PhHAL.5G467900
Pahal.5G464400,PhHAL.5G468000
Pahal.5G464500,PhHAL.5G468100
Pahal.5G464600,PhHAL.5G468200
Pahal.5G464700,PhHAL.5G468300
Pahal.5G464800,NA
Pahal.5G464900,PhHAL.5G468400
Pahal.5G465000,PhHAL.5G468500
Pahal.5G465100,PhHAL.5G468600
Pahal.5G465200,PhHAL.5G468700
Pahal.5G465300,PhHAL.5G468800
Pahal.5G465400,PhHAL.5G468900
Pahal.5G465500,PhHAL.5G469000
Pahal.5G465600,PhHAL.5G469200
Pahal.5G466000,PhHAL.5G469500
Pahal.5G466200,PhHAL.5G469700
Pahal.5G466300,NA
Pahal.5G466500,NA
Pahal.5G466600,NA
Pahal.5G466700,PhHAL.5G470800
Pahal.5G466800,PhHAL.5G470900
Pahal.5G466900,PhHAL.5G471000
Pahal.5G467000,PhHAL.5G471100
Pahal.5G467200,PhHAL.5G471300
Pahal.5G467300,PhHAL.5G471400
Pahal.5G467400,PhHAL.5G471500
Pahal.5G467500,PhHAL.5G471600
Pahal.5G467700,PhHAL.5G471700
Pahal.5G467800,PhHAL.5G471800
Pahal.5G467900,PhHAL.5G472000
Pahal.5G468000,PhHAL.5G472100
Pahal.5G468100,PhHAL.5G472200
Pahal.5G468300,PhHAL.2G142000
Pahal.5G468400,PhHAL.5G472500
Pahal.5G468500,PhHAL.5G472600
Pahal.5G468600,PhHAL.5G472700
Pahal.5G468700,PhHAL.5G472800
Pahal.5G468800,PhHAL.5G472900
Pahal.5G468900,PhHAL.5G473000
Pahal.5G469000,PhHAL.5G473100
Pahal.5G469100,PhHAL.5G473200
Pahal.5G469200,PhHAL.5G473300
Pahal.5G469300,PhHAL.5G473400
Pahal.5G469500,PhHAL.5G473500
Pahal.5G469600,PhHAL.5G473600
Pahal.5G469800,PhHAL.5G473800
Pahal.5G469900,PhHAL.5G473900
Pahal.5G470100,PhHAL.5G474100
Pahal.5G470200,PhHAL.5G474200
Pahal.5G470300,PhHAL.5G474300
